date,year,month,day,day_of_year,season,city,latitude,longitude,temp_mean_c,temp_max_c,temp_min_c,temp_range_c,feels_like_c,dew_point_c,humidity_pct,precipitation_mm,wind_speed_kmh,wind_direction_deg,pressure_hpa,solar_radiation_mj_m2,sunshine_hours,weather_code,weather_description,nasa_temp_mean_c,nasa_temp_max_c,nasa_temp_min_c,nasa_precipitation_mm,nasa_humidity_pct,nasa_wind_speed_kmh,nasa_wind_direction_deg,nasa_pressure_hpa,data_source,dengue_new_hospitalizations,dengue_deaths,dengue_discharges,dengue_active_cases,dengue_cumulative_cases_yr,dengue_cumulative_deaths_yr,dengue_cfr_running_pct,dengue_dominant_serotype,dengue_alert_level,dengue_source,dengue_7day_avg,dengue_14day_avg,precip_lag7d_mm,precip_lag14d_mm,precip_lag21d_mm,humidity_lag7d_pct,humidity_lag14d_pct,humidity_lag21d_pct
2022-02-22,2022,2,22,53,Dry Winter,Dhaka,23.71,90.41,20.46,26.43,14.22,12.2,20.7,13.6,65.5,1.54,6.34,124.5,1013.6,14.0,6.9,1,Mainly clear,20.46,26.43,14.22,1.54,65.46,6.34,124.5,1013.6,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),5,0,13,18,338,3,0.8876,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),3.6,5.6,0.0,0.0,0.06,64.0,65.8,79.0
2022-02-23,2022,2,23,54,Dry Winter,Dhaka,23.71,90.41,21.46,27.55,15.65,11.9,21.8,14.8,66.6,0.02,7.13,157.8,1015.6,22.1,7.5,0,Clear sky,21.46,27.55,15.65,0.02,66.58,7.13,157.8,1015.6,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),6,0,16,22,344,3,0.8721,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),3.7,5.7,0.0,0.0,0.03,59.7,64.3,66.3
2022-02-24,2022,2,24,55,Dry Winter,Dhaka,23.71,90.41,21.81,28.58,15.44,13.1,22.6,16.8,75.2,0.06,8.53,180.1,1015.4,23.0,6.2,51,Light drizzle,21.81,28.58,15.44,0.06,75.16,8.53,180.1,1015.4,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),3,0,17,20,347,3,0.8646,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),3.9,5.5,0.0,0.05,0.06,58.9,74.2,73.4
2022-02-25,2022,2,25,56,Dry Winter,Dhaka,23.71,90.41,22.62,28.3,17.4,10.9,23.4,17.6,74.7,0.83,5.72,145.5,1015.1,23.6,6.2,0,Clear sky,22.62,28.3,17.4,0.83,74.7,5.72,145.5,1015.1,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),1,0,18,19,348,3,0.8621,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),3.7,4.8,0.0,0.07,8.26,54.2,75.2,80.7
2022-02-26,2022,2,26,57,Dry Winter,Dhaka,23.71,90.41,23.07,29.37,17.88,11.5,23.7,17.6,72.6,0.6,7.42,3.4,1015.4,16.0,7.7,0,Clear sky,23.07,29.37,17.88,0.6,72.65,7.42,3.4,1015.4,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),6,0,15,21,354,3,0.8475,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),3.9,4.3,0.0,0.0,21.84,53.6,65.5,76.6
2022-02-27,2022,2,27,58,Dry Winter,Dhaka,23.71,90.41,23.12,28.89,17.1,11.8,23.3,16.0,64.4,0.02,6.48,46.2,1014.7,19.5,7.0,0,Clear sky,23.12,28.89,17.1,0.02,64.35,6.48,46.2,1014.7,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),5,0,16,21,359,3,0.8357,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),4.3,4.2,2.54,0.0,17.18,73.0,70.4,74.0
2022-02-28,2022,2,28,59,Dry Winter,Dhaka,23.71,90.41,23.68,29.43,17.53,11.9,24.0,16.8,65.8,0.84,7.63,236.1,1013.5,21.2,7.0,0,Clear sky,23.68,29.43,17.53,0.84,65.85,7.63,236.1,1013.5,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),4,0,15,19,363,3,0.8264,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),4.3,3.9,1.4,0.0,0.0,68.5,71.6,73.6
2022-03-01,2022,3,1,60,Pre-Monsoon,Dhaka,23.71,90.41,23.14,29.26,17.82,11.4,23.3,15.7,62.9,0.34,9.47,345.8,1014.3,17.9,8.6,1,Mainly clear,23.14,29.26,17.82,0.34,62.88,9.47,345.8,1014.3,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),1,0,16,17,364,3,0.8242,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),3.7,3.6,1.54,0.0,0.0,65.5,64.0,65.8
2022-03-02,2022,3,2,61,Pre-Monsoon,Dhaka,23.71,90.41,22.27,29.23,15.89,13.3,22.3,14.3,60.2,0.0,11.59,349.9,1013.9,17.0,8.4,3,Overcast,22.27,29.23,15.89,0.0,60.18,11.59,349.9,1013.9,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),2,0,16,18,366,3,0.8197,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),3.1,3.4,0.02,0.0,0.0,66.6,59.7,64.3
2022-03-03,2022,3,3,62,Pre-Monsoon,Dhaka,23.71,90.41,22.98,29.89,16.37,13.5,22.8,14.3,56.5,0.0,9.18,344.6,1013.5,18.5,6.4,61,Moderate rain,22.98,29.89,16.37,0.0,56.51,9.18,344.6,1013.5,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),2,0,12,14,368,3,0.8152,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),3.0,3.4,0.06,0.0,0.05,75.2,58.9,74.2
2022-03-04,2022,3,4,63,Pre-Monsoon,Dhaka,23.71,90.41,23.66,29.7,16.89,12.8,23.2,14.0,51.7,0.0,7.02,311.4,1012.6,17.3,9.1,80,Rain showers,23.66,29.7,16.89,0.0,51.7,7.02,311.4,1012.6,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),6,0,9,15,374,3,0.8021,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),3.7,3.7,0.83,0.0,0.07,74.7,54.2,75.2
2022-03-05,2022,3,5,64,Pre-Monsoon,Dhaka,23.71,90.41,23.99,30.55,17.33,13.2,23.6,14.5,52.6,0.0,6.95,296.2,1011.3,16.3,5.9,51,Light drizzle,23.99,30.55,17.33,0.0,52.61,6.95,296.2,1011.3,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),3,0,11,14,377,3,0.7958,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),3.3,3.6,0.6,0.0,0.0,72.6,53.6,65.5
2022-03-06,2022,3,6,65,Pre-Monsoon,Dhaka,23.71,90.41,23.85,30.99,18.37,12.6,23.6,14.9,55.2,0.0,10.26,4.6,1010.9,19.5,7.9,2,Partly cloudy,23.85,30.99,18.37,0.0,55.15,10.26,4.6,1010.9,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),3,0,13,16,380,3,0.7895,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),3.0,3.6,0.02,2.54,0.0,64.4,73.0,70.4
2022-03-07,2022,3,7,66,Pre-Monsoon,Dhaka,23.71,90.41,23.91,32.57,16.41,16.2,23.9,15.9,60.0,0.0,9.97,339.1,1010.5,22.3,9.3,2,Partly cloudy,23.91,32.57,16.41,0.0,60.02,9.97,339.1,1010.5,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),6,0,14,20,386,3,0.7772,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),3.3,3.8,0.84,1.4,0.0,65.8,68.5,71.6
2022-03-08,2022,3,8,67,Pre-Monsoon,Dhaka,23.71,90.41,24.5,32.15,18.19,14.0,24.3,15.8,56.5,0.0,7.6,303.3,1009.5,20.5,9.9,3,Overcast,24.5,32.15,18.19,0.0,56.53,7.6,303.3,1009.5,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),7,0,18,25,393,3,0.7634,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),4.1,3.9,0.34,1.54,0.0,62.9,65.5,64.0
2022-03-09,2022,3,9,68,Pre-Monsoon,Dhaka,23.71,90.41,25.01,32.59,18.49,14.1,24.8,16.0,54.8,0.0,6.62,307.7,1009.6,24.2,8.0,80,Rain showers,25.01,32.59,18.49,0.0,54.79,6.62,307.7,1009.6,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),4,0,19,23,397,3,0.7557,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),4.4,3.8,0.0,0.02,0.0,60.2,66.6,59.7
2022-03-10,2022,3,10,69,Pre-Monsoon,Dhaka,23.71,90.41,24.56,32.57,17.75,14.8,24.1,14.7,50.9,0.0,7.49,310.6,1009.4,23.0,8.1,1,Mainly clear,24.56,32.57,17.75,0.0,50.93,7.49,310.6,1009.4,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),6,0,20,26,403,3,0.7444,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),5.0,4.0,0.0,0.06,0.0,56.5,75.2,58.9
2022-03-11,2022,3,11,70,Pre-Monsoon,Dhaka,23.71,90.41,24.65,32.15,17.51,14.6,24.2,14.9,51.1,0.0,8.06,310.8,1009.0,19.8,8.0,3,Overcast,24.65,32.15,17.51,0.0,51.11,8.06,310.8,1009.0,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),8,0,23,31,411,3,0.7299,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),5.3,4.5,0.0,0.83,0.0,51.7,74.7,54.2
2022-03-12,2022,3,12,71,Pre-Monsoon,Dhaka,23.71,90.41,24.79,32.3,19.3,13.0,24.2,14.5,48.7,0.0,9.47,327.9,1008.2,18.5,8.6,51,Light drizzle,24.79,32.3,19.3,0.0,48.68,9.47,327.9,1008.2,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),6,0,25,31,417,3,0.7194,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),5.7,4.5,0.0,0.6,0.0,52.6,72.6,53.6
2022-03-13,2022,3,13,72,Pre-Monsoon,Dhaka,23.71,90.41,24.95,32.75,17.96,14.8,24.5,15.3,51.7,0.0,11.2,328.0,1008.7,24.8,7.3,61,Moderate rain,24.95,32.75,17.96,0.0,51.72,11.2,328.0,1008.7,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),5,0,24,29,422,3,0.7109,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),6.0,4.5,0.0,0.02,2.54,55.2,64.4,73.0
2022-03-14,2022,3,14,73,Pre-Monsoon,Dhaka,23.71,90.41,25.75,33.78,18.43,15.4,25.3,16.0,51.2,0.0,10.87,318.5,1007.9,27.2,9.4,61,Moderate rain,25.75,33.78,18.43,0.0,51.22,10.87,318.5,1007.9,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),5,0,25,30,427,3,0.7026,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),5.9,4.6,0.0,0.84,1.4,60.0,65.8,68.5
2022-03-15,2022,3,15,74,Pre-Monsoon,Dhaka,23.71,90.41,26.85,34.35,19.62,14.7,26.2,16.2,46.5,0.0,8.03,302.1,1005.9,19.7,9.1,61,Moderate rain,26.85,34.35,19.62,0.0,46.53,8.03,302.1,1005.9,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),8,0,24,32,435,3,0.6897,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),6.0,5.1,0.0,0.34,1.54,56.5,62.9,65.5
2022-03-16,2022,3,16,75,Pre-Monsoon,Dhaka,23.71,90.41,26.38,34.73,18.83,15.9,25.9,16.3,49.6,0.0,7.38,219.4,1005.3,24.4,7.6,1,Mainly clear,26.38,34.73,18.83,0.0,49.58,7.38,219.4,1005.3,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),6,0,24,30,441,3,0.6803,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),6.3,5.4,0.0,0.0,0.02,54.8,60.2,66.6
2022-03-17,2022,3,17,76,Pre-Monsoon,Dhaka,23.71,90.41,27.79,35.07,19.45,15.6,27.4,18.4,52.9,0.0,4.57,237.7,1006.7,19.3,7.5,2,Partly cloudy,27.79,35.07,19.45,0.0,52.89,4.57,237.7,1006.7,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),3,0,24,27,444,3,0.6757,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),5.9,5.4,0.0,0.0,0.06,50.9,56.5,75.2
2022-03-18,2022,3,18,77,Pre-Monsoon,Dhaka,23.71,90.41,27.76,35.69,19.46,16.2,27.2,17.7,49.8,0.0,7.74,287.3,1006.8,19.5,7.9,3,Overcast,27.76,35.69,19.46,0.0,49.78,7.74,287.3,1006.8,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),5,1,21,27,449,4,0.8909,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),5.4,5.4,0.0,0.0,0.83,51.1,51.7,74.7
2022-03-19,2022,3,19,78,Pre-Monsoon,Dhaka,23.71,90.41,27.64,35.78,19.74,16.0,27.2,17.7,50.2,0.0,8.35,229.6,1005.1,14.4,7.9,3,Overcast,27.64,35.78,19.74,0.0,50.2,8.35,229.6,1005.1,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),3,0,22,25,452,4,0.885,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),5.0,5.4,0.0,0.0,0.6,48.7,52.6,72.6
2022-03-20,2022,3,20,79,Pre-Monsoon,Dhaka,23.71,90.41,26.53,34.63,19.76,14.9,26.4,18.2,58.1,0.0,12.06,193.8,1004.8,22.5,8.3,1,Mainly clear,26.53,34.63,19.76,0.0,58.12,12.06,193.8,1004.8,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),7,0,17,24,459,4,0.8715,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),5.3,5.6,0.0,0.0,0.02,51.7,55.2,64.4
2022-03-21,2022,3,21,80,Pre-Monsoon,Dhaka,23.71,90.41,26.06,34.76,18.49,16.3,26.1,18.3,61.0,0.0,9.94,170.8,1006.3,28.0,7.6,2,Partly cloudy,26.06,34.76,18.49,0.0,61.05,9.94,170.8,1006.3,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),7,0,18,25,466,4,0.8584,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),5.6,5.7,0.0,0.0,0.84,51.2,60.0,65.8
2022-03-22,2022,3,22,81,Pre-Monsoon,Dhaka,23.71,90.41,27.78,35.3,20.95,14.3,28.0,20.6,64.1,0.0,8.68,186.8,1006.3,18.9,6.2,2,Partly cloudy,27.78,35.3,20.95,0.0,64.12,8.68,186.8,1006.3,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),3,0,22,25,469,4,0.8529,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),4.9,5.4,0.0,0.0,0.34,46.5,56.5,62.9
2022-03-23,2022,3,23,82,Pre-Monsoon,Dhaka,23.71,90.41,29.51,37.16,22.39,14.8,29.2,20.2,53.7,0.0,7.27,236.6,1005.7,17.1,5.5,3,Overcast,29.51,37.16,22.39,0.0,53.66,7.27,236.6,1005.7,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),7,0,20,27,476,4,0.8403,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),5.0,5.6,0.0,0.0,0.0,49.6,54.8,60.2
2022-03-24,2022,3,24,83,Pre-Monsoon,Dhaka,23.71,90.41,29.05,36.51,23.36,13.2,29.1,21.1,60.4,0.02,20.3,202.0,1005.0,25.7,7.8,61,Moderate rain,29.05,36.51,23.36,0.02,60.39,20.3,202.0,1005.0,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),6,0,24,30,482,4,0.8299,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),5.4,5.6,0.0,0.0,0.0,52.9,50.9,56.5
2022-03-25,2022,3,25,84,Pre-Monsoon,Dhaka,23.71,90.41,28.51,35.79,23.11,12.7,29.0,22.7,70.8,0.07,21.38,191.6,1005.8,20.7,6.8,80,Rain showers,28.51,35.79,23.11,0.07,70.8,21.38,191.6,1005.8,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),7,0,23,30,489,4,0.818,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),5.7,5.6,0.0,0.0,0.0,49.8,51.1,51.7
2022-03-26,2022,3,26,85,Pre-Monsoon,Dhaka,23.71,90.41,29.08,35.66,24.74,10.9,29.6,23.2,70.4,0.27,19.3,187.4,1007.0,24.3,7.4,2,Partly cloudy,29.08,35.66,24.74,0.27,70.43,19.3,187.4,1007.0,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),6,0,23,29,495,4,0.8081,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),6.1,5.6,0.0,0.0,0.0,50.2,48.7,52.6
2022-03-27,2022,3,27,86,Pre-Monsoon,Dhaka,23.71,90.41,28.56,34.55,23.94,10.6,29.1,22.7,70.8,0.7,13.18,165.4,1009.1,23.4,10.4,2,Partly cloudy,28.56,34.55,23.94,0.7,70.76,13.18,165.4,1009.1,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),8,0,26,34,503,4,0.7952,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),6.3,5.8,0.0,0.0,0.0,58.1,51.7,55.2
2022-03-28,2022,3,28,87,Pre-Monsoon,Dhaka,23.71,90.41,28.39,34.77,23.06,11.7,28.9,22.2,69.3,1.87,10.91,158.8,1007.9,22.0,9.0,3,Overcast,28.39,34.77,23.06,1.87,69.29,10.91,158.8,1007.9,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),5,0,27,32,508,4,0.7874,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),6.0,5.8,0.0,0.0,0.0,61.0,51.2,60.0
2022-03-29,2022,3,29,88,Pre-Monsoon,Dhaka,23.71,90.41,28.16,34.3,23.85,10.4,28.8,22.6,72.1,4.28,16.06,161.7,1006.7,18.2,6.4,3,Overcast,28.16,34.3,23.85,4.28,72.11,16.06,161.7,1006.7,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),8,0,26,34,516,4,0.7752,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),6.7,5.8,0.0,0.0,0.0,64.1,46.5,56.5
2022-03-30,2022,3,30,89,Pre-Monsoon,Dhaka,23.71,90.41,28.46,34.48,23.66,10.8,29.1,22.8,71.9,3.42,13.57,159.9,1007.2,22.2,7.7,1,Mainly clear,28.46,34.48,23.66,3.42,71.88,13.57,159.9,1007.2,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),6,0,27,33,522,4,0.7663,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),6.6,5.8,0.0,0.0,0.0,53.7,49.6,54.8
2022-03-31,2022,3,31,90,Pre-Monsoon,Dhaka,23.71,90.41,29.43,35.94,24.42,11.5,29.9,23.2,69.1,0.49,17.64,179.5,1007.4,23.1,6.0,1,Mainly clear,29.43,35.94,24.42,0.49,69.09,17.64,179.5,1007.4,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),3,0,27,30,525,4,0.7619,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),6.1,5.8,0.02,0.0,0.0,60.4,52.9,50.9
2022-04-01,2022,4,1,91,Pre-Monsoon,Dhaka,23.71,90.41,29.67,36.19,24.36,11.8,30.1,23.4,68.7,0.18,19.98,181.3,1007.4,18.6,6.3,61,Moderate rain,29.67,36.19,24.36,0.18,68.73,19.98,181.3,1007.4,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),1,0,22,23,526,4,0.7605,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),5.3,5.5,0.07,0.0,0.0,70.8,49.8,51.1
2022-04-02,2022,4,2,92,Pre-Monsoon,Dhaka,23.71,90.41,29.34,35.34,24.8,10.5,29.8,23.1,68.8,0.16,14.69,169.6,1009.3,15.1,9.4,2,Partly cloudy,29.34,35.34,24.8,0.16,68.82,14.69,169.6,1009.3,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),3,1,17,21,529,5,0.9452,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),4.9,5.5,0.27,0.0,0.0,70.4,50.2,48.7
2022-04-03,2022,4,3,93,Pre-Monsoon,Dhaka,23.71,90.41,29.07,35.54,23.69,11.8,29.5,22.6,67.8,0.05,18.47,186.6,1008.9,27.1,6.2,51,Light drizzle,29.07,35.54,23.69,0.05,67.78,18.47,186.6,1008.9,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),3,1,12,16,532,6,1.1278,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),4.1,5.2,0.7,0.0,0.0,70.8,58.1,51.7
2022-04-04,2022,4,4,94,Pre-Monsoon,Dhaka,23.71,90.41,29.6,36.74,24.71,12.0,29.8,22.5,64.6,0.14,24.55,189.7,1009.0,10.6,2.1,61,Moderate rain,29.6,36.74,24.71,0.14,64.65,24.55,189.7,1009.0,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),2,0,10,12,534,6,1.1236,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),3.7,4.9,1.87,0.0,0.0,69.3,61.0,51.2
2022-04-05,2022,4,5,95,Pre-Monsoon,Dhaka,23.71,90.41,29.54,36.62,23.91,12.7,29.8,22.6,65.3,0.34,18.11,191.0,1010.7,10.6,2.8,61,Moderate rain,29.54,36.62,23.91,0.34,65.33,18.11,191.0,1010.7,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),2,0,9,11,536,6,1.1194,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),2.9,4.8,4.28,0.0,0.0,72.1,64.1,46.5
2022-04-06,2022,4,6,96,Pre-Monsoon,Dhaka,23.71,90.41,29.37,36.16,23.65,12.5,29.8,23.1,68.4,2.32,14.87,177.0,1010.8,14.7,4.2,80,Rain showers,29.37,36.16,23.65,2.32,68.4,14.87,177.0,1010.8,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),4,1,9,14,540,7,1.2963,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),2.6,4.6,3.42,0.0,0.0,71.9,53.7,49.6
2022-04-07,2022,4,7,97,Pre-Monsoon,Dhaka,23.71,90.41,30.39,37.69,23.92,13.8,30.4,22.4,59.9,0.0,10.3,185.8,1009.8,16.6,7.0,3,Overcast,30.39,37.69,23.92,0.0,59.89,10.3,185.8,1009.8,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),3,0,11,14,543,7,1.2891,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),2.6,4.4,0.49,0.02,0.0,69.1,60.4,52.9
2022-04-08,2022,4,8,98,Pre-Monsoon,Dhaka,23.71,90.41,30.16,37.57,22.98,14.6,29.8,20.7,52.8,0.0,12.96,197.4,1007.9,21.0,5.4,80,Rain showers,30.16,37.57,22.98,0.0,52.75,12.96,197.4,1007.9,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),22,0,11,33,565,7,1.2389,DENV-3/DENV-4,Moderate,DGHS/WHO/PMC anchored estimates (daily distribution),5.6,5.4,0.18,0.07,0.0,68.7,70.8,49.8
2022-04-09,2022,4,9,99,Pre-Monsoon,Dhaka,23.71,90.41,30.18,37.24,23.82,13.4,30.3,22.7,62.7,0.03,15.91,174.8,1006.8,18.7,6.4,3,Overcast,30.18,37.24,23.82,0.03,62.72,15.91,174.8,1006.8,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),11,0,31,42,576,7,1.2153,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),6.7,5.8,0.16,0.27,0.0,68.8,70.4,50.2
2022-04-10,2022,4,10,100,Pre-Monsoon,Dhaka,23.71,90.41,30.45,37.59,24.13,13.5,30.6,23.0,62.6,1.0,15.41,173.9,1006.1,21.5,4.6,51,Light drizzle,30.45,37.59,24.13,1.0,62.58,15.41,173.9,1006.1,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),13,0,40,53,589,7,1.1885,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),8.1,6.1,0.05,0.7,0.0,67.8,70.8,58.1
2022-04-11,2022,4,11,101,Pre-Monsoon,Dhaka,23.71,90.41,31.01,38.32,25.19,13.1,31.2,23.8,64.2,0.78,17.71,185.1,1004.5,18.5,7.2,61,Moderate rain,31.01,38.32,25.19,0.78,64.2,17.71,185.1,1004.5,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),20,0,49,69,609,7,1.1494,DENV-3/DENV-4,Moderate,DGHS/WHO/PMC anchored estimates (daily distribution),10.7,7.2,0.14,1.87,0.0,64.6,69.3,61.0
2022-04-12,2022,4,12,102,Pre-Monsoon,Dhaka,23.71,90.41,30.97,37.63,25.56,12.1,31.2,23.8,63.9,0.51,13.97,177.1,1005.0,20.8,6.7,2,Partly cloudy,30.97,37.63,25.56,0.51,63.9,13.97,177.1,1005.0,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),11,0,66,77,620,7,1.129,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),12.0,7.4,0.34,4.28,0.0,65.3,72.1,64.1
2022-04-13,2022,4,13,103,Pre-Monsoon,Dhaka,23.71,90.41,31.26,38.48,25.5,13.0,31.4,23.7,62.0,0.23,19.44,188.1,1003.8,17.2,6.5,3,Overcast,31.26,38.48,25.5,0.23,61.95,19.44,188.1,1003.8,NASA POWER MERRA-2 (primary) + ERA5-normals sim (solar/sunshine/weather-code),6,0,55,61,626,7,1.1182,DENV-3/DENV-4,Watch,DGHS/WHO/PMC anchored estimates (daily distribution),12.3,7.4,2.32,3.42,0.0,68.4,71.9,53.7
